149 1658903281 0.000228 1.000000 0.000140 0.000317 0.000000
149 1658903282 0.000228 1.000000 0.000140 0.000317 0.000000
149 1658903283 0.000228 1.000000 0.000140 0.000317 0.000000
149 1658903284 0.000228 1.000000 0.000140 0.000317 0.000000
149 1658903285 0.000228 1.000000 0.000140 0.000317 0.000000
175 1658903330 2.098511 0.200000 2.098511 2.098511 0.880750
175 1658903329 2.098511 0.200000 2.098511 2.098511 0.880750
175 1658903328 2.098511 0.200000 2.098511 2.098511 0.880750
175 1658903327 2.098511 0.200000 2.098511 2.098511 0.880750
175 1658903326 2.098511 0.200000 2.098511 2.098511 0.880750
175 1658903320 1.572929 0.200000 1.572929 1.572929 0.494821
175 1658903319 1.572929 0.200000 1.572929 1.572929 0.494821
175 1658903318 1.572929 0.200000 1.572929 1.572929 0.494821
175 1658903317 1.572929 0.200000 1.572929 1.572929 0.494821
175 1658903316 1.572929 0.200000 1.572929 1.572929 0.494821
175 1658903315 1.685695 0.200000 1.685695 1.685695 0.568313
175 1658903314 1.685695 0.200000 1.685695 1.685695 0.568313
175 1658903313 1.685695 0.200000 1.685695 1.685695 0.568313
175 1658903312 1.685695 0.200000 1.685695 1.685695 0.568313
175 1658903311 1.685695 0.200000 1.685695 1.685695 0.568313
175 1658903305 1.638652 0.400000 1.377054 1.900250 1.101446
175 1658903304 1.638652 0.400000 1.377054 1.900250 1.101446
175 1658903303 1.638652 0.400000 1.377054 1.900250 1.101446
175 1658903302 1.638652 0.400000 1.377054 1.900250 1.101446
175 1658903301 1.638652 0.400000 1.377054 1.900250 1.101446
178 1658903330 0.930345 0.200000 0.930345 0.930345 0.173108
178 1658903329 0.930345 0.200000 0.930345 0.930345 0.173108
178 1658903328 0.930345 0.200000 0.930345 0.930345 0.173108
178 1658903327 0.930345 0.200000 0.930345 0.930345 0.173108
178 1658903326 0.930345 0.200000 0.930345 0.930345 0.173108
178 1658903320 1.022141 0.200000 1.022141 1.022141 0.208954
178 1658903319 1.022141 0.200000 1.022141 1.022141 0.208954
178 1658903318 1.022141 0.200000 1.022141 1.022141 0.208954
178 1658903317 1.022141 0.200000 1.022141 1.022141 0.208954
178 1658903316 1.022141 0.200000 1.022141 1.022141 0.208954
178 1658903315 0.923992 0.200000 0.923992 0.923992 0.170752
178 1658903314 0.923992 0.200000 0.923992 0.923992 0.170752
178 1658903313 0.923992 0.200000 0.923992 0.923992 0.170752
178 1658903312 0.923992 0.200000 0.923992 0.923992 0.170752
178 1658903311 0.923992 0.200000 0.923992 0.923992 0.170752
178 1658903310 0.639598 0.200000 0.639598 0.639598 0.081817
178 1658903309 0.639598 0.200000 0.639598 0.639598 0.081817
178 1658903308 0.639598 0.200000 0.639598 0.639598 0.081817
178 1658903307 0.639598 0.200000 0.639598 0.639598 0.081817
178 1658903306 0.639598 0.200000 0.639598 0.639598 0.081817
